Cluster,InvoiceNo,StockCode
0,556105,17
0,556107,57
0,556109,12
0,556110,3
0,556112,20
0,556113,38
0,556115,7
0,556116,11
0,556118,5
0,556121,20
0,556125,15
0,556128,7
0,556139,12
0,556181,13
0,556182,20
0,556183,21
0,556186,10
0,556190,4
0,556191,6
0,556193,24
0,556194,10
0,556198,38
0,556199,21
0,556201,18
0,556203,4
0,556204,18
0,556207,19
0,556208,12
0,556214,20
0,556216,14
0,556218,17
0,556219,15
0,556222,45
0,556228,2
0,556230,6
0,556235,4
0,556236,3
0,556238,12
0,556239,9
0,556246,30
0,556247,15
0,556248,14
0,556253,9
0,556254,10
0,556256,15
0,556258,19
0,556259,35
0,556264,10
0,556271,7
0,556280,32
0,556282,13
0,556283,17
0,556284,14
0,556285,8
0,556288,18
0,556290,22
0,556296,22
0,556298,9
0,556302,5
0,556303,20
0,556304,16
0,556305,2
0,556318,16
0,556323,6
0,556325,14
0,556329,13
0,556330,44
0,556341,26
0,556365,46
0,556386,3
0,556408,33
0,556413,26
0,556416,24
0,556419,10
0,556425,29
0,556432,10
0,556437,8
0,556439,4
0,556447,9
0,556460,24
0,556462,17
0,556464,7
0,556465,16
0,556467,18
0,556468,9
0,556469,12
0,556471,12
0,556472,15
0,556473,74
0,556474,81
0,556476,13
0,556479,20
0,556480,13
0,556481,26
0,556482,29
0,556483,24
0,556485,17
0,556486,32
0,556487,32
0,556488,15
0,556489,26
0,556491,54
0,556494,62
0,556495,56
0,556502,32
0,556504,26
0,556508,7
0,556509,15
0,556517,28
0,556520,19
0,556521,13
0,556526,11
0,556527,26
0,556531,39
0,556533,10
0,556534,3
0,556536,29
0,556537,20
0,556538,21
0,556539,9
0,556540,4
0,556541,10
0,556542,37
0,556574,3
0,556575,41
0,556577,11
0,556596,8
0,556629,25
0,556630,15
0,556631,6
0,556632,10
0,556641,13
0,556642,20
0,556680,14
0,556681,7
0,556685,40
0,556721,23
0,556733,50
0,556734,29
0,556746,3
0,556767,13
0,556776,54
0,556777,44
0,556778,37
0,556779,13
0,556780,26
0,556781,54
0,556782,17
0,556788,11
0,556790,16
0,556792,15
0,556794,4
0,556795,6
0,556797,17
0,556808,13
0,556809,21
0,556811,9
0,556814,9
0,556815,25
0,556822,9
0,556827,10
0,556828,32
0,556829,24
0,556830,3
0,556878,9
0,556879,32
0,556882,34
0,556883,18
0,556886,18
0,556889,8
0,556906,18
0,556908,10
0,556909,3
0,556914,25
0,556915,50
0,556916,70
0,556921,4
0,556926,47
0,556929,2
0,556935,24
0,556937,48
0,556942,41
0,556954,31
0,556958,18
0,556959,13
0,556964,18
0,556965,6
0,556967,4
0,556970,11
0,556971,2
0,556972,4
0,556977,4
0,557005,12
0,557009,29
0,557010,4
0,557011,16
0,557016,24
0,557019,58
0,557020,15
0,557021,26
0,557023,9
0,557026,30
0,557027,14
0,557033,10
0,557034,23
0,557038,2
0,557040,15
0,557041,5
0,557063,20
0,557065,8
0,557066,18
0,557069,27
0,557070,20
0,557100,3
0,557103,7
0,557113,4
0,557114,7
0,557115,18
0,557116,9
0,557120,14
0,557124,8
0,557126,10
0,557127,3
0,557128,7
0,557130,8
0,557131,7
0,557132,15
0,557147,28
0,557153,41
0,557208,22
0,557213,48
0,557219,17
0,557220,3
0,557221,36
0,557223,10
0,557230,8
0,557232,22
0,557233,64
0,557235,11
0,557237,3
0,557248,13
0,557256,5
0,557258,7
0,557259,7
0,557260,22
0,557261,8
0,557264,13
0,557266,7
0,557267,43
0,557270,12
0,557271,45
0,557272,2
0,557273,10
0,557274,28
0,557275,29
0,557277,7
0,557279,18
0,557281,25
0,557283,41
0,557286,6
0,557289,26
0,557290,2
0,557291,10
0,557292,21
0,557295,6
0,557296,29
0,557297,13
0,557298,8
0,557299,32
0,557301,17
0,557303,6
0,557305,43
0,557306,7
0,557307,8
0,557308,29
0,557309,20
0,557310,8
0,557311,85
0,557312,20
0,557313,3
0,557314,10
0,557315,25
0,557316,18
0,557317,12
0,557320,4
0,557329,6
0,557330,28
0,557331,2
0,557333,2
0,557349,18
0,557350,34
0,557389,24
0,557397,40
0,557406,19
0,557407,11
0,557409,16
0,557410,15
0,557414,17
0,557426,20
0,557431,23
0,557442,83
0,557469,32
0,557471,20
0,557488,9
0,557489,19
0,557492,20
0,557499,9
0,557510,2
0,557518,16
0,557525,38
0,557528,30
0,557560,16
0,557568,8
0,557570,69
0,557595,45
0,557601,3
0,557603,15
0,557611,18
0,557612,9
0,557614,10
0,557616,14
0,557618,2
0,557620,11
0,557622,26
0,557630,31
0,557632,14
0,557633,10
0,557634,10
0,557639,41
0,557667,6
0,557669,19
0,557672,8
0,557681,2
0,557734,13
0,557735,9
0,557736,4
0,557739,9
0,557743,11
0,557745,66
0,557746,41
0,557747,17
0,557749,14
0,557750,18
0,557753,12
0,557758,62
0,557761,17
0,557762,29
0,557763,21
0,557765,16
0,557766,3
0,557770,16
0,557775,2
0,557782,20
0,557785,11
0,557786,17
0,557787,66
0,557789,19
0,557790,21
0,557792,10
0,557793,32
0,557794,8
0,557797,10
0,557799,44
0,557802,22
0,557803,12
0,557805,22
0,557846,43
0,557848,5
0,557852,21
0,557854,43
0,557855,20
0,557856,5
0,557857,8
0,557858,81
0,557859,7
0,557860,7
0,557861,13
0,557864,12
0,557870,21
0,557875,20
0,557877,8
0,557884,15
0,557885,25
0,557886,78
0,557887,2
0,557888,51
0,557889,27
0,557891,40
0,557894,12
0,557898,24
0,557933,16
0,557935,7
0,557939,18
0,557942,7
0,557948,9
0,557949,24
0,557950,16
0,557951,10
0,557952,14
0,557955,14
0,557959,16
0,557960,35
0,557961,10
0,557967,15
0,557968,13
0,557969,4
0,557970,3
0,557972,8
0,557973,15
0,557974,7
0,557975,15
0,557995,38
0,558027,13
0,558028,27
0,558030,8
0,558035,18
0,558038,11
0,558039,4
0,558040,9
0,558041,17
0,558042,16
0,558043,27
0,558044,5
0,558045,30
0,558049,44
0,558053,17
0,558056,10
0,558058,26
0,558062,6
0,558063,48
0,558065,2
0,558075,24
0,558079,4
0,558083,10
0,558084,35
0,558085,19
0,558086,48
0,558087,33
0,558092,14
0,558093,7
0,558094,6
0,558096,90
0,558098,14
0,558101,12
0,558102,39
0,558105,120
0,558108,4
0,558115,34
0,558121,9
0,558122,14
0,558123,30
0,558124,9
0,558181,4
0,558182,5
0,558183,17
0,558191,21
0,558194,54
0,558198,19
0,558199,12
0,558200,46
0,558204,16
0,558233,9
0,558234,2
0,558235,36
0,558237,78
0,558241,9
0,558247,12
0,558259,6
0,558264,5
0,558265,8
0,558271,15
0,558293,18
0,558294,3
0,558295,18
0,558310,3
0,558328,28
0,558331,2
0,558334,7
0,558335,15
0,558336,13
0,558338,13
0,558341,8
0,558348,17
0,558350,3
0,558355,77
0,558367,42
0,558370,39
0,558372,58
0,558382,17
0,558383,15
0,558386,6
0,558389,15
0,558390,12
0,558416,37
0,558419,10
0,558420,28
0,558421,2
0,558430,11
0,558437,26
0,558440,2
0,558442,24
0,558452,13
0,558454,16
0,558455,12
0,558456,2
0,558459,32
0,558462,21
0,558470,4
0,558478,9
0,558479,11
0,558483,10
0,558484,25
0,558533,31
0,558539,29
0,558542,29
0,558555,13
0,558556,29
0,558557,8
0,558562,9
0,558563,20
0,558565,25
0,558568,22
0,558570,22
0,558608,11
0,558611,3
0,558616,16
0,558620,35
0,558621,25
0,558622,5
0,558623,9
0,558625,18
0,558627,6
0,558628,43
0,558631,25
0,558632,15
0,558634,16
0,558635,14
0,558637,34
0,558638,24
0,558639,13
0,558642,21
0,558647,26
0,558671,9
0,558679,21
0,558687,15
0,558699,9
0,558701,5
0,558703,22
0,558704,26
0,558709,76
0,558710,9
0,558711,8
0,558713,15
0,558717,3
0,558718,9
0,558729,14
0,558731,55
0,558737,4
0,558738,28
0,558740,7
0,558748,8
0,558750,21
0,558751,58
0,558754,49
0,558755,3
0,558756,12
0,558757,26
0,558758,12
0,558759,25
0,558760,24
0,558761,50
0,558765,10
0,558766,7
0,558767,28
0,558768,12
0,558769,31
0,558771,52
0,558772,12
0,558773,10
0,558778,31
0,558779,4
0,558812,34
0,558862,77
0,558867,13
0,558868,16
0,558872,9
0,558875,23
0,558878,18
0,558887,29
0,558891,2
0,558894,2
0,558900,12
0,558908,18
0,558916,12
0,558918,7
0,558923,4
0,558924,9
0,558926,23
0,558927,17
0,558933,8
0,558959,8
0,558963,16
0,558964,9
0,558970,8
0,558990,4
0,558992,21
0,558995,16
0,558996,9
0,558999,7
0,559000,25
0,559005,7
0,559006,8
0,559009,43
0,559011,41
0,559013,3
0,559014,15
0,559017,21
0,559018,19
0,559020,2
0,559023,6
0,559024,11
0,559025,11
0,559027,22
0,559029,2
0,559034,24
0,559045,7
0,559046,2
0,559047,7
0,559056,21
0,559058,32
0,559062,20
0,559064,14
0,559091,5
0,559092,11
0,559095,27
0,559097,6
0,559106,25
0,559107,36
0,559108,3
0,559109,44
0,559111,2
0,559123,20
0,559124,14
0,559127,4
0,559129,9
0,559131,3
0,559132,20
0,559133,85
0,559135,10
0,559138,27
0,559143,22
0,559148,2
0,559150,14
0,559152,5
0,559153,18
0,559154,5
0,559157,19
0,559160,15
0,559165,9
0,559167,15
0,559170,24
0,559171,23
0,559174,30
0,559199,10
0,559200,42
0,559205,4
0,559206,3
0,559237,2
0,559293,13
0,559295,18
0,559297,41
0,559299,15
0,559301,20
0,559305,26
0,559306,9
0,559307,46
0,559308,20
0,559313,8
0,559315,3
0,559316,15
0,559318,30
0,559320,18
0,559321,24
0,559325,6
0,559326,13
0,559327,13
0,559328,7
0,559329,12
0,559330,29
0,559331,19
0,559332,4
0,559333,2
0,559339,2
0,559340,14
0,559342,29
0,559346,15
0,559349,20
0,559350,16
0,559352,8
0,559354,24
0,559355,7
0,559358,13
0,559360,17
0,559361,3
0,559363,8
0,559368,13
0,559369,16
0,559370,15
0,559371,12
0,559372,34
0,559420,10
0,559421,20
0,559422,15
0,559424,29
0,559436,24
0,559458,2
0,559460,16
0,559464,35
0,559466,9
0,559469,13
0,559471,13
0,559472,2
0,559477,11
0,559504,10
0,559507,31
0,559509,17
0,559512,11
0,559516,2
0,559523,22
0,559526,49
0,559527,15
0,559528,27
0,559529,32
0,559532,5
0,559536,30
0,559537,11
0,559538,41
0,559539,19
0,559542,79
0,559543,26
0,559544,29
0,559545,30
0,559546,17
0,559547,69
0,559548,27
0,559551,24
0,559552,72
0,559553,18
0,559555,16
0,559605,8
0,559609,4
0,559629,28
0,559636,3
0,559640,5
0,559641,36
0,559652,20
0,559653,57
0,559656,10
0,559661,5
0,559662,17
0,559665,65
0,559668,19
0,559669,19
0,559680,23
0,559682,2
0,559685,4
0,559686,38
0,559687,11
0,559696,16
0,559697,19
0,559698,55
0,559703,7
0,559707,11
0,559708,8
0,559711,12
0,559715,13
0,559733,20
0,559746,18
0,559768,5
0,559774,23
0,559782,19
0,559790,2
0,559795,2
0,559804,41
0,559806,24
0,559809,41
0,559812,34
0,559813,37
0,559814,25
0,559821,14
0,559823,2
0,559826,4
0,559834,16
0,559836,30
0,559861,11
0,559862,20
0,559864,27
0,559865,25
0,559866,42
0,559872,5
0,559876,57
0,559877,8
0,559878,52
0,559881,27
0,559886,3
0,559888,11
0,559893,46
0,559894,126
0,559896,16
0,559898,57
0,559899,11
0,559901,2
0,559902,46
0,559903,20
0,559904,30
0,559906,11
0,559909,26
0,559910,2
0,559912,22
0,559913,2
0,559916,4
0,559921,83
0,559922,25
0,559925,9
0,559926,2
0,559927,7
0,559929,15
0,559930,25
0,559931,11
0,559933,32
0,559934,16
0,559937,26
0,559951,13
0,559979,21
0,559980,8
0,559982,9
0,559984,58
0,559985,11
0,559986,6
0,559987,14
0,559988,13
0,559993,22
0,560010,19
0,560018,59
0,560033,35
0,560034,14
0,560047,34
0,560048,9
0,560049,29
0,560051,17
0,560053,13
0,560078,24
0,560079,26
0,560086,20
0,560088,10
0,560095,5
0,560096,3
0,560098,20
0,560101,6
0,560102,17
0,560103,13
0,560104,33
0,560105,51
0,560106,50
0,560107,16
0,560108,8
0,560109,6
0,560118,21
0,560119,15
0,560120,45
0,560122,2
0,560145,34
0,560180,6
0,560181,5
0,560185,11
0,560186,17
0,560190,10
0,560191,4
0,560201,4
0,560207,19
0,560210,8
0,560212,28
0,560222,18
0,560224,45
0,560228,31
0,560229,11
0,560230,8
0,560231,9
0,560232,22
0,560233,47
0,560236,2
0,560237,3
0,560238,18
0,560239,82
0,560240,25
0,560241,2
0,560246,15
0,560247,5
0,560248,43
0,560249,30
0,560250,28
0,560251,57
0,560253,22
0,560254,19
0,560256,25
0,560259,41
0,560260,57
0,560262,16
0,560263,4
0,560264,24
0,560265,22
0,560270,27
0,560271,94
0,560272,5
0,560277,9
0,560278,42
0,560279,9
0,560281,48
0,560282,14
0,560284,11
0,560287,17
0,560288,21
0,560295,9
0,560305,39
0,560355,6
0,560356,13
0,560357,11
0,560359,91
0,560363,9
0,560366,34
0,560383,13
0,560385,61
0,560392,8
0,560393,50
0,560394,38
0,560397,21
0,560410,31
0,560416,2
0,560426,20
0,560432,15
0,560437,15
0,560441,6
0,560442,14
0,560443,7
0,560444,68
0,560448,23
0,560449,14
0,560450,3
0,560454,14
0,560483,15
0,560501,4
0,560503,19
0,560523,2
0,560535,13
0,560537,34
0,560538,18
0,560546,2
0,560547,29
0,560549,8
0,560553,7
0,560554,12
0,560555,50
0,560557,13
0,560562,10
0,560566,29
0,560568,30
0,560570,4
0,560576,27
0,560584,28
0,560598,14
0,560603,19
0,560606,19
0,560607,3
0,560635,37
0,560641,2
0,560642,9
0,560644,43
0,560650,89
0,560686,15
0,560690,30
0,560691,29
0,560692,35
0,560693,6
0,560694,28
0,560700,32
0,560712,40
0,560713,12
0,560714,13
0,560715,7
0,560723,93
0,560724,29
0,560725,4
0,560726,34
0,560727,23
0,560728,18
0,560731,11
0,560736,13
0,560742,16
0,560754,13
0,560776,28
0,560783,28
0,560805,5
0,560807,29
0,560821,2
0,560824,27
0,560826,7
0,560827,14
0,560829,15
0,560833,32
0,560858,2
0,560861,38
0,560864,24
0,560870,18
0,560872,19
0,560875,29
0,560876,35
0,560878,40
0,560879,5
0,560882,19
0,560885,13
0,560888,16
0,560891,19
0,560893,18
0,560896,19
0,560901,31
0,560914,16
0,560915,16
0,560920,17
0,560921,22
0,560928,21
0,560929,5
0,560930,26
0,560931,6
0,560972,15
0,560974,26
0,560975,8
0,560976,6
0,560978,21
0,560979,18
0,560980,3
0,560988,5
0,560989,41
0,560992,9
0,560994,2
0,560996,101
0,560997,39
0,560998,14
0,561001,7
0,561008,12
0,561010,13
0,561020,39
0,561022,20
0,561024,26
0,561026,48
0,561028,24
0,561029,23
0,561030,23
0,561031,5
0,561032,6
0,561033,26
0,561034,52
0,561036,71
0,561038,13
0,561042,22
0,561043,44
0,561044,6
0,561045,8
0,561046,6
0,561047,9
0,561049,3
0,561056,8
0,561058,11
0,561060,17
0,561063,2
0,561066,40
0,561068,30
0,561072,25
0,561074,15
0,561076,13
0,561078,8
0,561079,54
0,561084,21
0,561089,6
0,561092,19
0,561095,15
0,561096,13
0,561097,13
0,561099,25
0,561100,29
0,561102,16
0,561105,16
0,561106,26
0,561109,3
0,561114,20
0,561116,11
0,561118,6
0,561120,9
0,561125,30
0,561128,18
0,561132,4
0,561147,25
0,561170,5
0,561189,6
0,561190,8
0,561191,6
0,561193,5
0,561196,4
0,561197,28
0,561199,5
0,561201,14
0,561202,9
0,561203,16
0,561204,24
0,561205,16
0,561206,23
0,561207,2
0,561219,23
0,561220,24
0,561221,13
0,561222,38
0,561226,11
0,561231,21
0,561241,10
0,561244,6
0,561246,15
0,561259,6
0,561280,7
0,561284,6
0,561288,13
0,561314,8
0,561320,28
0,561322,26
0,561324,21
0,561325,42
0,561330,28
0,561331,26
0,561332,22
0,561334,12
0,561352,13
0,561353,5
0,561356,11
0,561359,32
0,561378,8
0,561382,32
0,561383,21
0,561384,3
0,561385,10
0,561387,10
0,561391,26
0,561395,14
0,561398,29
0,561430,23
0,561453,8
0,561455,8
0,561465,34
0,561467,7
0,561470,12
0,561502,62
0,561511,13
0,561514,24
0,561517,21
0,561518,19
0,561519,37
0,561520,10
0,561521,3
0,561522,3
0,561530,2
0,561531,11
0,561534,37
0,561535,8
0,561537,17
0,561542,19
0,561544,21
0,561570,4
0,561583,16
0,561585,9
0,561593,4
0,561595,29
0,561597,6
0,561600,89
0,561601,21
0,561603,12
0,561605,25
0,561610,21
0,561617,19
0,561624,5
0,561626,44
0,561632,25
0,561634,4
0,561635,10
0,561636,6
0,561648,27
0,561650,26
0,561653,33
0,561654,20
0,561656,17
0,561658,82
0,561661,49
0,561662,3
0,561669,7
0,561670,11
0,561675,6
0,561678,15
0,561685,19
0,561686,29
0,561688,9
0,561689,14
0,561690,23
0,561692,7
0,561693,21
0,561694,22
0,561695,16
0,561696,2
0,561697,8
0,561698,19
0,561700,8
0,561702,23
0,561708,8
0,561710,33
0,561711,20
0,561712,44
0,561714,7
0,561719,12
0,561732,6
0,561783,22
0,561795,44
0,561796,7
0,561797,25
0,561799,18
0,561800,8
0,561801,11
0,561803,10
0,561807,17
0,561814,13
0,561815,3
0,561816,3
0,561818,20
0,561819,5
0,561858,5
0,561859,19
0,561860,15
0,561862,20
0,561863,17
0,561864,2
0,561865,2
0,561866,3
0,561868,56
0,561874,43
0,561876,17
0,561877,34
0,561878,11
0,561881,24
0,561882,31
0,561883,4
0,561884,32
0,561885,59
0,561887,21
0,561890,9
0,561891,25
0,561893,46
0,561894,186
0,561896,24
0,561899,12
0,561900,79
0,561903,17
0,561904,2
0,561905,10
0,561908,6
0,561909,8
0,561910,13
0,561912,22
0,561913,3
0,561914,14
0,561915,44
0,561922,23
0,561923,39
0,561925,11
0,561933,38
0,561952,3
0,561955,2
0,561967,28
0,561968,23
0,562014,18
0,562015,3
0,562017,13
0,562018,5
0,562021,11
0,562025,12
0,562032,22
0,562033,14
0,562035,27
0,562037,19
0,562038,13
0,562039,5
0,562043,24
0,562045,31
0,562047,2
0,562049,11
0,562088,2
0,562094,2
0,562095,14
0,562100,19
0,562106,44
0,562107,6
0,562112,9
0,562125,10
0,562127,15
0,562128,25
0,562129,51
0,562130,15
0,562131,29
0,562132,20
0,562133,11
0,562136,3
0,562138,7
0,562145,18
0,562150,14
0,562155,3
0,562157,28
0,562163,19
0,562173,33
0,562203,31
0,562204,63
0,562205,15
0,562207,7
0,562209,18
0,562210,37
0,562211,11
0,562213,74
0,562214,17
0,562216,5
0,562217,18
0,562219,69
0,562220,18
0,562222,15
0,562233,18
0,562258,48
0,562259,3
0,562263,40
0,562270,2
0,562271,12
0,562273,30
0,562274,16
0,562275,33
0,562284,12
0,562287,4
0,562290,6
0,562313,24
0,562339,31
0,562342,13
0,562349,2
0,562354,16
0,562355,4
0,562365,22
0,562366,7
0,562368,9
0,562369,16
0,562370,43
0,562376,18
0,562379,12
0,562380,17
0,562387,22
0,562388,19
0,562389,14
0,562392,24
0,562418,19
0,562421,9
0,562422,5
0,562427,36
0,562432,26
0,562435,6
0,562437,26
0,562444,54
0,562445,20
0,562450,28
0,562451,10
0,562452,11
0,562453,10
0,562454,21
0,562455,17
0,562465,24
0,562466,9
0,562467,10
0,562490,9
0,562516,9
0,562518,13
0,562520,5
0,562521,8
0,562523,3
0,562524,12
0,562525,7
0,562526,18
0,562527,3
0,562528,53
0,562529,2
0,562531,2
0,562535,14
0,562537,49
0,562540,98
0,562543,14
0,562549,40
0,562550,4
0,562551,45
0,562555,6
0,562558,117
0,562562,16
0,562563,8
0,562564,17
0,562565,14
0,562566,8
0,562567,13
0,562569,20
0,562570,12
0,562571,15
0,562572,4
0,562573,5
0,562574,85
0,562575,12
0,562576,30
0,562578,4
0,562579,24
0,562580,13
0,562581,12
0,562583,6
0,562584,10
0,562586,6
0,562589,5
0,562593,109
0,562596,19
0,562600,5
0,562603,10
0,562605,18
0,562607,39
0,562611,41
0,562612,16
0,562616,24
0,562680,76
0,562708,45
0,562711,86
0,562712,28
0,562716,37
0,562719,5
0,562720,14
0,562721,10
0,562725,19
0,562730,13
0,562732,19
0,562767,14
0,562768,15
0,562769,8
0,562774,20
0,562777,6
0,562778,6
0,562780,14
0,562781,23
0,562782,7
0,562784,37
0,562788,10
0,562792,26
0,562804,32
0,562806,6
0,562809,14
0,562838,19
0,562847,21
0,562851,7
0,562853,15
0,562881,26
0,562882,13
0,562885,3
0,562886,5
0,562888,24
0,562892,17
0,562893,31
0,562894,14
0,562902,8
0,562907,17
0,562913,18
0,562920,2
0,562922,22
0,562923,7
0,562924,5
0,562926,15
0,562928,87
0,562929,7
0,562930,13
0,562931,33
0,562942,5
0,562947,5
0,562949,43
0,562950,18
0,562951,15
0,562963,10
0,562965,33
0,562968,19
0,562999,27
0,563011,7
0,563012,49
0,563013,12
0,563017,32
0,563018,14
0,563021,21
0,563022,69
0,563023,30
0,563024,15
0,563026,24
0,563028,4
0,563029,11
0,563030,10
0,563032,18
0,563034,17
0,563036,21
0,563037,29
0,563060,4
0,563061,35
0,563070,27
0,563071,20
0,563073,24
0,563075,5
0,563089,16
0,563090,19
0,563091,19
0,563094,41
0,563095,17
0,563096,22
0,563097,14
0,563099,3
0,563100,61
0,563103,9
0,563104,20
0,563150,11
0,563161,18
0,563167,23
0,563168,13
0,563170,14
0,563171,15
0,563172,11
0,563175,8
0,563176,10
0,563180,11
0,563181,9
0,563182,7
0,563184,24
0,563188,8
0,563191,16
0,563194,25
0,563196,8
0,563198,7
0,563200,42
0,563201,23
0,563202,2
0,563204,5
0,563205,38
0,563208,2
0,563209,51
0,563210,22
0,563211,21
0,563212,11
0,563213,44
0,563214,68
0,563215,10
0,563217,13
0,563227,13
0,563228,6
0,563230,43
0,563231,14
0,563234,19
0,563237,20
0,563239,19
0,563242,13
0,563245,25
0,563250,3
0,563251,4
0,563252,16
0,563253,27
0,563256,32
0,563257,23
0,563259,7
0,563260,5
0,563261,2
0,563264,13
0,563268,12
0,563300,7
0,563333,14
0,563345,10
0,563347,14
0,563349,32
0,563350,45
0,563352,29
0,563357,2
0,563358,15
0,563361,16
0,563362,15
0,563364,13
0,563366,7
0,563368,9
0,563369,20
0,563370,18
0,563371,10
0,563372,4
0,563374,8
0,563376,58
0,563377,40
0,563381,9
0,563382,12
0,563425,16
0,563426,2
0,563427,36
0,563428,34
0,563429,19
0,563431,9
0,563435,18
0,563437,14
0,563438,6
0,563440,18
0,563441,16
0,563442,24
0,563443,9
0,563448,27
0,563454,8
0,563476,16
0,563477,40
0,563482,6
0,563499,7
0,563502,29
0,563503,11
0,563504,12
0,563506,7
0,563507,9
0,563509,14
0,563510,15
0,563518,10
0,563534,17
0,563544,4
0,563548,8
0,563552,10
0,563555,82
0,563561,10
0,563564,21
0,563565,118
0,563566,35
0,563569,37
0,563571,29
0,563572,31
0,563578,21
0,563580,70
0,563584,36
0,563585,62
0,563617,24
0,563620,13
0,563661,29
0,563662,25
0,563674,18
0,563680,22
0,563684,2
0,563688,34
0,563689,16
0,563694,9
0,563695,15
0,563696,11
0,563697,38
0,563699,31
0,563703,16
0,563705,23
0,563708,13
0,563709,76
0,563710,2
0,563712,19
0,563721,13
0,563722,20
0,563726,6
0,563728,16
0,563730,32
0,563734,25
0,563735,28
0,563736,3
0,563737,19
0,563738,14
0,563739,30
0,563741,17
0,563743,9
0,563744,15
0,563746,18
0,563748,22
0,563750,17
0,563753,34
0,563754,14
0,563755,26
0,563756,34
0,563776,8
0,563808,22
0,563812,4
0,563818,7
0,563821,14
0,563822,12
0,563830,10
0,563831,3
0,563832,5
0,563833,15
0,563835,8
0,563836,5
0,563839,7
0,563840,7
0,563841,5
0,563844,20
0,563845,22
0,563847,9
0,563849,9
0,563852,6
0,563854,33
0,563857,5
0,563858,19
0,563890,13
0,563892,9
0,563893,8
0,563896,11
0,563897,7
0,563901,2
0,563904,2
0,563906,25
0,563909,124
0,563911,19
0,563914,17
0,563915,17
0,563916,7
0,563917,60
0,563920,34
0,563921,2
0,563922,50
0,563923,6
0,563924,117
0,563925,34
0,563926,21
0,563927,15
0,563928,128
0,563929,19
0,563933,54
0,563936,9
0,563937,45
0,563938,3
0,563939,6
0,563942,9
0,563946,18
0,563947,7
0,563949,7
0,563952,40
0,563953,19
0,564016,14
0,564020,24
0,564023,7
0,564034,19
0,564037,19
0,564038,9
0,564039,22
0,564042,23
0,564043,14
0,564044,15
0,564049,76
0,564050,48
0,564051,16
0,564052,35
0,564053,9
0,564055,9
0,564056,40
0,564058,11
0,564059,16
0,564060,56
0,564065,103
0,564066,19
0,564075,5
0,564077,14
0,564078,18
0,564079,35
0,564083,16
0,564088,15
0,564089,4
0,564090,29
0,564133,8
0,564135,51
0,564136,16
0,564137,14
0,564144,22
0,564147,24
0,564148,4
0,564158,9
0,564159,5
0,564161,12
0,564162,21
0,564165,36
0,564166,33
0,564168,43
0,564170,16
0,564181,21
0,564182,11
0,564186,29
0,564188,14
0,564190,22
0,564197,24
0,564198,19
0,564200,27
0,564202,2
0,564203,7
0,564216,23
0,564225,2
0,564226,9
0,564228,4
0,564268,15
0,564300,41
0,564301,52
0,564302,17
0,564303,24
0,564308,23
0,564313,10
0,564314,13
0,564315,29
0,564317,19
0,564318,3
0,564319,27
0,564321,15
0,564326,4
0,564328,18
0,564330,18
0,564332,4
0,564334,4
0,564335,103
0,564337,12
0,564342,141
0,564352,20
0,564353,85
0,564355,26
0,564357,7
0,564358,11
0,564363,18
0,564364,2
0,564366,21
0,564370,4
0,564371,18
0,564374,6
0,564376,6
0,564377,12
0,564378,34
0,564380,8
0,564428,5
0,564429,8
0,564433,17
0,564434,15
0,564437,34
0,564438,23
0,564440,8
0,564475,4
0,564476,17
0,564480,16
0,564481,3
0,564482,16
0,564483,37
0,564484,20
0,564485,2
0,564489,39
0,564503,17
0,564531,18
0,564535,24
0,564536,42
0,564537,20
0,564539,19
0,564541,21
0,564543,6
0,564544,9
0,564552,44
0,564553,30
0,564554,23
0,564558,19
0,564559,31
0,564560,3
0,564562,23
0,564563,4
0,564614,4
0,564626,13
0,564627,23
0,564630,48
0,564631,23
0,564632,28
0,564634,16
0,564636,2
0,564637,12
0,564638,19
0,564639,20
0,564640,25
0,564641,3
0,564642,32
0,564643,45
0,564648,37
0,564653,9
0,564656,16
0,564661,32
0,564666,8
0,564668,9
0,564710,10
0,564712,9
0,564713,20
0,564715,24
0,564716,37
0,564717,5
0,564718,16
0,564719,48
0,564721,9
0,564722,14
0,564726,28
0,564727,113
0,564729,73
0,564731,19
0,564732,21
0,564737,9
0,564738,3
0,564740,71
0,564741,5
0,564744,9
0,564745,40
0,564746,13
0,564747,49
0,564749,20
0,564800,16
0,564803,16
0,564816,8
0,564821,13
0,564836,2
0,564839,6
0,564843,43
0,564846,26
0,564850,26
0,564851,20
0,564852,8
0,564853,11
0,564860,19
0,564863,20
0,564866,14
0,564868,17
0,564872,14
0,564895,2
0,564896,23
0,564901,8
0,564904,16
0,564910,2
0,564912,18
0,564950,25
0,564953,11
0,564957,10
0,564959,7
0,564961,10
0,564962,65
0,564963,14
0,564967,4
0,564975,16
0,564995,44
0,565056,23
0,565080,2
0,565082,3
0,565087,7
0,565088,24
0,565090,2
0,565114,23
0,565115,23
0,565120,3
0,565121,8
0,565124,15
0,565126,5
0,565142,2
0,565144,12
0,565149,14
0,565152,59
0,565154,3
0,565156,18
0,565197,13
0,565199,8
0,565201,39
0,565202,6
0,565204,25
0,565209,30
0,565210,18
0,565211,8
0,565212,4
0,565219,29
0,565220,8
0,565223,15
0,565224,30
0,565225,4
0,565226,19
0,565236,21
0,565239,22
0,565242,9
0,565243,34
0,565244,6
0,565245,10
0,565246,16
0,565247,5
0,565248,32
0,565249,21
0,565250,8
0,565287,13
